itrial,d,method,coverage,width
46,65,CV+,0.99,7.977777205934559
46,65,split,0.93,11.28754201315405
47,65,naive,0.5,2.0595144591655132
47,65,jackknife,0.82,5.600775565888297
47,65,jackknife+,0.83,5.662632840843893
47,65,jackknife-mm,0.92,7.0882313659727565
47,65,CV+,0.92,7.010982537157758
47,65,split,0.86,9.19705071861941
48,65,naive,0.39,1.6636374655835657
48,65,jackknife,0.93,5.289443085076855
48,65,jackknife+,0.89,5.2317747011657465
48,65,jackknife-mm,0.97,6.883386882463168
48,65,CV+,0.96,6.363497698061637
48,65,split,0.96,7.58795139650139
49,65,naive,0.49,1.738144676942082
49,65,jackknife,0.96,5.063686354055732
49,65,jackknife+,0.95,5.333859433649204
49,65,jackknife-mm,0.99,6.861525533106876
49,65,CV+,0.97,6.115343699936096
49,65,split,0.91,9.09038770458051
0,70,naive,0.42,1.5333713702155594
0,70,jackknife,0.89,4.97748700882073
0,70,jackknife+,0.9,5.208267623363066
0,70,jackknife-mm,0.98,6.812988334194617
0,70,CV+,0.98,6.759142088787168
0,70,split,0.92,7.693642441938428
1,70,naive,0.4,1.5185865177189473
1,70,jackknife,0.86,4.905033105774802
1,70,jackknife+,0.85,4.996012968931135
1,70,jackknife-mm,0.94,6.515252615116756
1,70,CV+,0.92,6.1812052356034055
1,70,split,0.89,7.890921770779633
2,70,naive,0.41,1.7377538295698787
2,70,jackknife,0.94,5.968408892512645
2,70,jackknife+,0.96,6.136612448173066
2,70,jackknife-mm,1.0,8.126725673680518
2,70,CV+,0.99,7.778839892567056
2,70,split,0.92,6.840056835783838
3,70,naive,0.42,1.7232342415817723
3,70,jackknife,0.82,5.267502368574241
3,70,jackknife+,0.84,5.556698634915865
3,70,jackknife-mm,0.93,7.022154392685302
3,70,CV+,0.91,6.371732211655099
3,70,split,0.74,5.799797174242827
4,70,naive,0.35,1.665676245971239
4,70,jackknife,0.93,6.281998315246256
4,70,jackknife+,0.92,6.058536723355186
4,70,jackknife-mm,0.98,8.181346217878705
4,70,CV+,0.93,7.105595711340258
4,70,split,0.95,9.141186538639774
5,70,naive,0.34,1.8050010333684556
5,70,jackknife,0.89,6.022097675209465
5,70,jackknife+,0.89,6.026635158630768
5,70,jackknife-mm,0.98,7.926015679081104
5,70,CV+,0.91,7.010761859411272
5,70,split,0.88,7.592975547195389
6,70,naive,0.43,1.6508286214800965
6,70,jackknife,0.9,5.700419322572653
6,70,jackknife+,0.89,5.678984364428738
6,70,jackknife-mm,0.99,7.554504114651471
6,70,CV+,1.0,7.832709540423695
6,70,split,0.87,8.457824582181736
7,70,naive,0.33,1.426037891512549
7,70,jackknife,0.75,4.783237049183132
7,70,jackknife+,0.76,5.054898375842545
7,70,jackknife-mm,0.85,6.4157664913241295
7,70,CV+,0.95,9.304896552651675
7,70,split,0.86,6.869980834221491
8,70,naive,0.44,1.7433701560252026
8,70,jackknife,0.93,6.300478452568493
8,70,jackknife+,0.92,6.35414557657349
8,70,jackknife-mm,0.96,8.263406895291029
8,70,CV+,0.94,7.0243585025589494
8,70,split,0.83,7.391018920300334
9,70,naive,0.35,1.7415983284350576
9,70,jackknife,0.94,6.3169370579859105
9,70,jackknife+,0.93,6.481983847488707
9,70,jackknife-mm,1.0,8.39141802969764
9,70,CV+,0.99,8.181423339656465
9,70,split,0.96,9.454969757212886
10,70,naive,0.56,2.6657074385408297
10,70,jackknife,0.99,7.89394491229549
10,70,jackknife+,0.99,8.000581572084267
10,70,jackknife-mm,1.0,10.159509318310473
10,70,CV+,1.0,9.920195825693138
10,70,split,0.95,8.142155051812098
11,70,naive,0.4,1.8338670892091866
11,70,jackknife,0.98,7.018565417820047
11,70,jackknife+,0.98,7.097142733636258
11,70,jackknife-mm,1.0,9.195546895769189
11,70,CV+,1.0,9.40807558297293
11,70,split,0.91,8.998219659579034
12,70,naive,0.35,1.600338904117061
12,70,jackknife,0.93,5.814860968293363
12,70,jackknife+,0.94,5.818581403422646
12,70,jackknife-mm,0.99,7.646337253263774
12,70,CV+,0.98,7.68256072774125
12,70,split,0.9,9.514378324372927
13,70,naive,0.42,1.9379118837154956
13,70,jackknife,0.96,6.142132125562927
13,70,jackknife+,0.96,6.136117744583227
13,70,jackknife-mm,1.0,8.150221448673955
13,70,CV+,0.99,8.759478884300599
13,70,split,0.95,10.912541029934468
14,70,naive,0.35,1.6642703204526046
14,70,jackknife,0.88,5.602034197080001
14,70,jackknife+,0.88,5.703967142661352
14,70,jackknife-mm,0.95,7.474398524631506
14,70,CV+,0.97,7.795212127505523
14,70,split,0.88,6.982874975356264
15,70,naive,0.53,2.23734002295273
15,70,jackknife,0.99,7.7711289276634234
15,70,jackknife+,0.99,7.986919841580376
15,70,jackknife-mm,1.0,10.262000495315243
15,70,CV+,1.0,10.040046196441764
15,70,split,0.97,9.555063160690702
16,70,naive,0.42,1.614708503272711
16,70,jackknife,0.94,5.611926187277548
16,70,jackknife+,0.94,5.539683103426944
16,70,jackknife-mm,1.0,7.613218250592523
16,70,CV+,0.99,6.275351075767609
16,70,split,0.84,6.265398843852993
17,70,naive,0.34,1.7547894721210104
17,70,jackknife,0.85,5.861762336272815
17,70,jackknife+,0.85,5.854343117289265
17,70,jackknife-mm,0.94,7.7329476688626
17,70,CV+,0.91,6.686322963376372
17,70,split,0.95,9.932904131596727
18,70,naive,0.35,1.8945916690418372
18,70,jackknife,0.92,6.339194895186447
18,70,jackknife+,0.91,6.170863695458913
18,70,jackknife-mm,0.97,8.327970610979827
18,70,CV+,0.97,7.955161061347406
18,70,split,0.88,8.219666011188908
19,70,naive,0.31,1.749756048511025
19,70,jackknife,0.84,5.338162311156295
19,70,jackknife+,0.87,5.477284238806042
19,70,jackknife-mm,0.92,7.172273748612894
19,70,CV+,0.93,7.128794198687814
19,70,split,0.89,8.251121763677476
20,70,naive,0.41,1.7963862108448467
20,70,jackknife,0.93,6.0555116121559
20,70,jackknife+,0.96,6.103347214212878
20,70,jackknife-mm,0.99,7.990768802559989
20,70,CV+,0.98,7.619723499872889
20,70,split,0.92,7.466224558790447
21,70,naive,0.29,1.7586332053514107
21,70,jackknife,0.89,6.4567562132603715
21,70,jackknife+,0.89,6.496968291411398
21,70,jackknife-mm,0.94,8.526929878323807
21,70,CV+,0.91,7.45979210559701
21,70,split,0.93,8.706331060320133
22,70,naive,0.31,1.5450590245655482
22,70,jackknife,0.83,5.261914062348297
22,70,jackknife+,0.86,5.561077009382593
22,70,jackknife-mm,0.94,7.212973777759071
22,70,CV+,0.97,7.437545444233117
22,70,split,0.88,8.891823426786035
23,70,naive,0.48,2.1413055573689035
23,70,jackknife,0.92,6.963455890978513
23,70,jackknife+,0.92,7.363070388864801
23,70,jackknife-mm,0.99,9.263105918400914
23,70,CV+,0.98,8.919032144336246
23,70,split,0.87,8.02679517786794
24,70,naive,0.44,2.3465883779117642
24,70,jackknife,1.0,8.462843750564842
24,70,jackknife+,1.0,8.242739756180136
24,70,jackknife-mm,1.0,10.996381452533722
24,70,CV+,1.0,10.183115790610318
24,70,split,0.95,9.383421537342459
25,70,naive,0.31,2.03552734594686
25,70,jackknife,0.86,7.302625769339184
25,70,jackknife+,0.85,7.14297517512963
25,70,jackknife-mm,0.96,9.569738040033759
25,70,CV+,0.93,8.797152485459462
25,70,split,0.93,11.128225609343191
26,70,naive,0.31,1.7164218085877576
26,70,jackknife,0.78,5.64692055617134
26,70,jackknife+,0.78,5.872597771433775
26,70,jackknife-mm,0.96,7.928949772393948
26,70,CV+,0.95,8.346861744812937
26,70,split,0.86,8.537838707049898
27,70,naive,0.38,1.7684150809966104
27,70,jackknife,0.92,6.30900622382088
27,70,jackknife+,0.92,6.1999282898067785
27,70,jackknife-mm,0.99,8.20554937801671
27,70,CV+,0.98,7.672449058546846
27,70,split,0.97,8.688635628961036
28,70,naive,0.3,1.8116063579630763
28,70,jackknife,0.9,6.645865391538782
28,70,jackknife+,0.89,6.560793283365517
28,70,jackknife-mm,0.95,9.031508567573049
28,70,CV+,0.91,7.7142501017009115
28,70,split,0.94,9.449351006419958
29,70,naive,0.27,1.4136203089083503
29,70,jackknife,0.8,5.3541756845919615
29,70,jackknife+,0.8,5.2430334694996
29,70,jackknife-mm,0.89,7.130467097135313
29,70,CV+,0.91,7.6400746749497355
29,70,split,0.84,6.553285634227381
30,70,naive,0.45,1.997019890687561
30,70,jackknife,0.86,6.4214252221842
30,70,jackknife+,0.85,6.5696531169807395
30,70,jackknife-mm,0.98,8.778253788554368
30,70,CV+,0.97,8.938222755701366
30,70,split,0.86,9.21383039989061
31,70,naive,0.26,1.8213488914452611
31,70,jackknife,0.96,7.066560008646239
31,70,jackknife+,0.92,6.954705118005793
31,70,jackknife-mm,0.98,9.223157978922275
31,70,CV+,0.97,7.898811606119011
31,70,split,0.97,12.102749514134608
32,70,naive,0.34,1.7391144924888255
32,70,jackknife,0.88,5.687264690342359
32,70,jackknife+,0.86,5.600329084979471
32,70,jackknife-mm,0.98,7.630712960876816
32,70,CV+,0.96,7.407150160263093
32,70,split,0.9,8.671303454382187
33,70,naive,0.44,1.8025012799565274
33,70,jackknife,0.93,6.172047840862252
33,70,jackknife+,0.94,6.289535544485343
33,70,jackknife-mm,0.96,8.27166315474857
33,70,CV+,0.96,7.675120863513549
33,70,split,0.84,7.63624268890309
34,70,naive,0.51,1.9204624762019555
34,70,jackknife,0.96,6.040056730931941
34,70,jackknife+,0.97,6.422497922098997
34,70,jackknife-mm,1.0,8.223265892783326
34,70,CV+,1.0,9.046166722276807
34,70,split,0.97,8.707351103797778
35,70,naive,0.36,1.7705443237981697
35,70,jackknife,0.87,6.044936026293621
35,70,jackknife+,0.88,6.0653696034026545
35,70,jackknife-mm,0.92,7.914879626376308
35,70,CV+,0.96,7.804375572197927
35,70,split,0.89,7.14198547791932
36,70,naive,0.32,1.7874047418257737
36,70,jackknife,0.91,6.6562208963914165
36,70,jackknife+,0.9,6.776556718581828
36,70,jackknife-mm,0.96,8.89862347050701
36,70,CV+,0.94,8.334774814450467
36,70,split,0.95,9.865558959345547
37,70,naive,0.5,2.5679745449747013
37,70,jackknife,0.95,7.776508582842781
37,70,jackknife+,0.99,8.41426812003932
37,70,jackknife-mm,0.99,10.65698362733982
37,70,CV+,0.99,10.583685517171165
37,70,split,0.93,10.214098618003248
38,70,naive,0.49,1.7323689400455116
38,70,jackknife,0.94,5.073551342491104
38,70,jackknife+,0.96,5.2688316612782895
38,70,jackknife-mm,1.0,6.725991282077718
38,70,CV+,0.99,6.6757073599367684
38,70,split,0.93,6.618088113065721
39,70,naive,0.47,1.7257691091533693
39,70,jackknife,0.94,5.929202892219006
39,70,jackknife+,0.94,6.028819484506489
39,70,jackknife-mm,0.98,7.788985354599566
39,70,CV+,0.98,7.487375900798643
39,70,split,0.86,6.956447362072016
40,70,naive,0.4,1.7906235779282154
40,70,jackknife,0.96,6.437185224172663
40,70,jackknife+,0.97,6.352120984197752
40,70,jackknife-mm,0.99,8.32352483415176
40,70,CV+,0.99,8.883400499145072
40,70,split,0.91,9.089695288773699
41,70,naive,0.44,1.8464173162106767
41,70,jackknife,0.96,6.812363159925975
41,70,jackknife+,0.94,6.504876218929988
41,70,jackknife-mm,0.99,9.008974620065118
41,70,CV+,0.99,8.37779264811383
41,70,split,0.93,9.19140917861421
42,70,naive,0.52,1.9020992958759775
42,70,jackknife,0.92,6.06519404894932
42,70,jackknife+,0.95,6.286994035447575
42,70,jackknife-mm,0.99,8.23804857324354
42,70,CV+,0.99,9.978081673732756
42,70,split,0.87,6.688725685815152
43,70,naive,0.59,2.4486940857744703
43,70,jackknife,0.99,7.78459414292437
43,70,jackknife+,0.99,7.804645710296489
43,70,jackknife-mm,1.0,10.31696073642866
43,70,CV+,0.99,9.324645173715005
43,70,split,0.84,8.374527188702166
44,70,naive,0.4,1.7030878729765957
44,70,jackknife,0.92,5.971333567436319
44,70,jackknife+,0.94,6.291949601509514
44,70,jackknife-mm,0.97,7.780030942610138
44,70,CV+,0.96,7.754964663167713
44,70,split,0.95,8.790466246218923
45,70,naive,0.3,1.3230803395844206
45,70,jackknife,0.77,4.426295080612359
45,70,jackknife+,0.77,4.489791508860397
45,70,jackknife-mm,0.9,5.960560628558969
45,70,CV+,0.93,6.47200570734775
45,70,split,0.93,8.56571841952601
46,70,naive,0.33,1.7597262100123787
46,70,jackknife,0.9,6.783337991858203
46,70,jackknife+,0.91,7.006352209790919
46,70,jackknife-mm,0.97,8.970876274387848
46,70,CV+,0.97,8.622725544422092
46,70,split,0.82,7.267348430206869
47,70,naive,0.42,1.968310611749073
47,70,jackknife,0.98,6.956441944908948
47,70,jackknife+,0.97,7.019701004053055
47,70,jackknife-mm,1.0,9.24548056162991
47,70,CV+,0.99,8.947407013792036
47,70,split,0.94,9.584656343921102
48,70,naive,0.43,2.0355116729967055
48,70,jackknife,0.98,7.175971246225541
48,70,jackknife+,0.98,7.090361374022426
48,70,jackknife-mm,0.99,9.49066771953933
48,70,CV+,1.0,8.918694972464799
48,70,split,0.9,7.654163967918947
49,70,naive,0.29,1.6079423998758073
49,70,jackknife,0.86,5.400676126580946
49,70,jackknife+,0.89,5.640079284718064
49,70,jackknife-mm,0.96,7.345616603123148
49,70,CV+,0.97,7.207918950725448
49,70,split,0.73,6.874356110450022
0,75,naive,0.24,1.6005835464912936
0,75,jackknife,0.9,6.888298404927687
0,75,jackknife+,0.92,6.8882584633248625
0,75,jackknife-mm,0.98,9.588563289508322
0,75,CV+,0.96,8.823792311258527
0,75,split,0.93,7.254692657326172
1,75,naive,0.34,1.7032750355267492
1,75,jackknife,0.94,6.826809308438705
1,75,jackknife+,0.94,7.029868852070843
1,75,jackknife-mm,1.0,9.056650419252348
1,75,CV+,1.0,10.708406579034742
1,75,split,0.95,9.926062692119984
2,75,naive,0.28,1.4257500039902593
2,75,jackknife,0.87,5.988236237229317
2,75,jackknife+,0.88,6.025521803647023
2,75,jackknife-mm,0.98,8.495282414420926
2,75,CV+,0.96,8.246784915949613
2,75,split,0.89,6.714471323595746
3,75,naive,0.41,1.622416532821803
3,75,jackknife,0.98,6.739004922563129
3,75,jackknife+,0.98,6.677925989723488
3,75,jackknife-mm,1.0,9.143962508474388
3,75,CV+,1.0,9.382237362080069
3,75,split,0.96,11.03452983480179
4,75,naive,0.3,1.6992065478297897
4,75,jackknife,0.88,6.948446324505053
4,75,jackknife+,0.89,7.089080497007623
4,75,jackknife-mm,0.95,10.007342689349406
4,75,CV+,0.98,10.035450375694651
4,75,split,0.94,7.922204212060828
5,75,naive,0.26,1.6886734617203265
5,75,jackknife,0.86,7.636996072540794
5,75,jackknife+,0.83,7.474686661749024
5,75,jackknife-mm,0.95,10.604766464953359
5,75,CV+,0.95,10.58695460649524
5,75,split,0.93,8.462947612877436
6,75,naive,0.37,1.9558492269924912
6,75,jackknife,0.88,7.505332859297284
6,75,jackknife+,0.88,7.383469847389444
6,75,jackknife-mm,0.99,10.391406495963055
6,75,CV+,0.99,9.88665227852704
6,75,split,0.85,7.22135742490581
7,75,naive,0.33,2.007147395617515
7,75,jackknife,0.96,7.904879650296036
7,75,jackknife+,0.96,7.879006954902194
7,75,jackknife-mm,0.98,10.940511750727378
7,75,CV+,1.0,12.075407663393005
7,75,split,0.92,6.8956470340383875
8,75,naive,0.31,1.6072914873764708
8,75,jackknife,0.98,6.627389176094355
8,75,jackknife+,0.99,6.785122108898541
8,75,jackknife-mm,1.0,9.208886885535884
8,75,CV+,1.0,10.601832364714916
8,75,split,0.95,10.332095210842594
9,75,naive,0.27,1.517796068036435
9,75,jackknife,0.83,6.320465711143766
9,75,jackknife+,0.85,6.531840075479412
9,75,jackknife-mm,0.96,8.556340950787243
9,75,CV+,0.95,8.390313988442085
9,75,split,0.96,10.877053305301475
10,75,naive,0.41,1.6978618687449893
10,75,jackknife,0.97,6.947810195023399
10,75,jackknife+,0.96,6.77855199933649
10,75,jackknife-mm,0.99,9.398614640941355
10,75,CV+,0.99,11.411482609986228
10,75,split,0.87,7.676465942351988
11,75,naive,0.27,1.38658882196204
11,75,jackknife,0.91,5.881717418286472
11,75,jackknife+,0.92,6.0520139203842085
11,75,jackknife-mm,0.99,7.998772919702142
11,75,CV+,0.95,8.481834987189869
11,75,split,0.94,9.828139376963348
12,75,naive,0.23,1.4174991226396088
12,75,jackknife,0.85,6.044795060284297
12,75,jackknife+,0.86,6.303463868798721
12,75,jackknife-mm,0.96,8.375788473737176
12,75,CV+,0.97,8.674792235289424
12,75,split,0.86,8.083043574163334
13,75,naive,0.3,1.6764621493041139
13,75,jackknife,0.91,7.008083061537872
13,75,jackknife+,0.93,6.94670461240401
13,75,jackknife-mm,0.98,9.447303455589738
13,75,CV+,0.99,9.234231865833024
13,75,split,0.84,8.771030402669647
14,75,naive,0.29,1.476930965483092
14,75,jackknife,0.84,6.152053251086263
14,75,jackknife+,0.84,6.167469833316477
14,75,jackknife-mm,0.95,8.414906215922962
14,75,CV+,0.97,9.036873760836553
14,75,split,0.88,8.468502261147
15,75,naive,0.4,1.7127662105938866
15,75,jackknife,0.95,7.323707995790525
15,75,jackknife+,0.94,7.445418960131901
15,75,jackknife-mm,0.99,9.857166593766577
15,75,CV+,1.0,10.841846649793892
15,75,split,0.95,7.892206399104109
16,75,naive,0.32,1.761225295604046
16,75,jackknife,0.89,6.395197766015441
16,75,jackknife+,0.92,6.667338417233189
16,75,jackknife-mm,0.97,8.855212840867566
16,75,CV+,1.0,10.402311636187148
16,75,split,0.85,7.57307310449622
17,75,naive,0.3,1.4797301508017173
17,75,jackknife,0.91,5.8291906781152605
17,75,jackknife+,0.94,6.1841442984745845
17,75,jackknife-mm,0.97,8.164011520266726
17,75,CV+,0.96,7.910650426823577
17,75,split,0.97,9.056987513652446
18,75,naive,0.27,1.22436887740875
18,75,jackknife,0.82,5.0326916473302274
18,75,jackknife+,0.85,5.210183891509362
18,75,jackknife-mm,0.98,6.854017336822778
18,75,CV+,0.97,7.9689839961841855
18,75,split,0.95,8.18528694554697
19,75,naive,0.34,1.915392155203136
19,75,jackknife,0.92,7.207725123638067
19,75,jackknife+,0.92,7.214120595192462
19,75,jackknife-mm,0.99,9.686462644383802
19,75,CV+,0.97,8.914025632823348
19,75,split,0.91,8.619274992125272
20,75,naive,0.36,1.730811999628086
20,75,jackknife,0.97,7.201680996615859
20,75,jackknife+,0.97,7.268988679183742
20,75,jackknife-mm,1.0,9.922781692728098
20,75,CV+,0.99,10.669369401021578
20,75,split,0.91,7.822696293938321
21,75,naive,0.33,1.4367907146832968
21,75,jackknife,0.96,7.555359852157421
21,75,jackknife+,0.95,7.2795429671129455
21,75,jackknife-mm,0.99,10.174058508640439
21,75,CV+,0.97,8.878764302756668
21,75,split,0.92,8.417137101824439
22,75,naive,0.29,1.4122962330055484
22,75,jackknife,0.93,6.013964013667836
22,75,jackknife+,0.92,6.151559058059312
22,75,jackknife-mm,0.96,8.46777852685467
22,75,CV+,0.97,8.32483558576929
22,75,split,0.75,5.7341320473425
23,75,naive,0.36,2.255099326431753
23,75,jackknife,0.95,7.588321776690244
23,75,jackknife+,0.96,7.908167110252657
23,75,jackknife-mm,1.0,10.856488771732462
23,75,CV+,1.0,10.877690003020575
23,75,split,0.96,9.796966004581465
24,75,naive,0.26,1.6726163051705785
24,75,jackknife,0.83,6.964223195565491
24,75,jackknife+,0.88,7.33311267420873
24,75,jackknife-mm,0.96,9.768264143528388
24,75,CV+,0.97,9.258206434389422
24,75,split,0.93,9.423991128024674
25,75,naive,0.3,1.3994299910424803
25,75,jackknife,0.89,6.030766408491217
25,75,jackknife+,0.88,6.041293417702634
25,75,jackknife-mm,0.95,8.38145669464185
25,75,CV+,0.98,9.321664323602285
25,75,split,0.94,10.291322311298954
26,75,naive,0.36,1.5325960114346175
26,75,jackknife,0.95,6.511286896050591
26,75,jackknife+,0.96,7.05622211461276
26,75,jackknife-mm,0.97,9.23337435820378
26,75,CV+,0.98,9.481330618297182
26,75,split,0.92,9.791336708303925
27,75,naive,0.22,1.459007785858689
27,75,jackknife,0.75,5.579034009326327
27,75,jackknife+,0.78,5.836664349830196
27,75,jackknife-mm,0.93,7.734902057020982
27,75,CV+,0.97,9.037594502283461
27,75,split,0.82,8.092360433879696
28,75,naive,0.39,1.9413613230735507
28,75,jackknife,0.97,8.05690318466054
28,75,jackknife+,0.97,8.013250899227996
28,75,jackknife-mm,1.0,10.957220019745911
28,75,CV+,0.99,9.85375191429014
28,75,split,0.94,9.037741740599676
29,75,naive,0.35,1.5475766243573361
29,75,jackknife,0.91,7.116849023551478
29,75,jackknife+,0.9,7.178190045528052
29,75,jackknife-mm,0.98,9.660890280655623
29,75,CV+,0.98,9.389884757456732
29,75,split,0.92,11.168102982647731
30,75,naive,0.4,1.823745491796596
30,75,jackknife,0.95,7.368611472497642
30,75,jackknife+,0.95,7.660949842157197
30,75,jackknife-mm,0.99,10.183879767167053
30,75,CV+,0.99,10.549782636450955
30,75,split,0.93,7.835766052395653
31,75,naive,0.36,1.631926442126758
31,75,jackknife,0.86,6.724561057441963
31,75,jackknife+,0.88,7.011600479696106
31,75,jackknife-mm,0.97,9.073375269733281
31,75,CV+,0.97,9.254833318825085
31,75,split,0.95,9.656851122377617
32,75,naive,0.27,1.5579815392397163
32,75,jackknife,0.83,6.356979215756724
32,75,jackknife+,0.87,6.493851929427141
32,75,jackknife-mm,0.97,8.812766923224775
32,75,CV+,0.96,8.818467758083333
32,75,split,0.88,8.677931842324718
33,75,naive,0.21,1.532954521408766
33,75,jackknife,0.93,7.039105411244467
33,75,jackknife+,0.93,7.029688703859823
33,75,jackknife-mm,0.99,9.713845476622753
33,75,CV+,0.99,10.800035161735462
33,75,split,0.95,11.324816141692379
34,75,naive,0.28,1.3489348298606831
34,75,jackknife,0.8,5.889456875559528
34,75,jackknife+,0.8,5.808933136005728
34,75,jackknife-mm,0.98,7.885421693449006
34,75,CV+,0.98,8.618421121432354
34,75,split,0.95,9.648053281276445
35,75,naive,0.42,1.8182647818350093
35,75,jackknife,0.95,7.025822580748467
35,75,jackknife+,0.97,7.55519755437864
35,75,jackknife-mm,0.99,9.878331046160525
35,75,CV+,0.97,11.491325248358185
35,75,split,0.94,9.238287171557575
36,75,naive,0.19,0.9939944806849149
36,75,jackknife,0.66,4.4164375438051025
36,75,jackknife+,0.66,4.29735451211832
36,75,jackknife-mm,0.84,6.055195289409128
36,75,CV+,0.86,6.330507455227441
