itrial,dataset,muh_fun,method,coverage,width
2,life,autogluon_fastai,CV+,0.9167950693374423,8.941999711093992
2,life,autogluon_fastai,split,0.9075500770416025,10.904388427734375
3,life,autogluon_fastai,naive,0.8520801232665639,5.94017219543457
3,life,autogluon_fastai,jackknife,0.9183359013867488,8.148574829101562
3,life,autogluon_fastai,jackknife+,0.9229583975346687,8.375770438360323
3,life,autogluon_fastai,jackknife-mm,0.9799691833590138,12.635556191325364
3,life,autogluon_fastai,CV+,0.9322033898305084,9.36655140834156
3,life,autogluon_fastai,split,0.9244992295839753,10.674789428710938
4,life,autogluon_fastai,naive,0.8166409861325116,6.406740665435791
4,life,autogluon_fastai,jackknife,0.8674884437596302,7.686813831329346
4,life,autogluon_fastai,jackknife+,0.8967642526964561,8.154465354131808
4,life,autogluon_fastai,jackknife-mm,0.9614791987673343,11.88821302393368
4,life,autogluon_fastai,CV+,0.9060092449922958,9.103521290031164
4,life,autogluon_fastai,split,0.8998459167950693,10.754594802856445
0,life,autogluon_xgboost,naive,0.48382126348228044,1.585128664970398
0,life,autogluon_xgboost,jackknife,0.889060092449923,5.903907775878906
0,life,autogluon_xgboost,jackknife+,0.9198767334360555,6.2382768780865545
0,life,autogluon_xgboost,jackknife-mm,0.9614791987673343,9.270119406960227
0,life,autogluon_xgboost,CV+,0.9322033898305084,6.856566740955889
0,life,autogluon_xgboost,split,0.8998459167950693,7.6588921546936035
1,life,autogluon_xgboost,naive,0.5161787365177196,1.7284374237060547
1,life,autogluon_xgboost,jackknife,0.901386748844376,6.155975341796875
1,life,autogluon_xgboost,jackknife+,0.9306625577812019,6.550381777723693
1,life,autogluon_xgboost,jackknife-mm,0.963020030816641,9.603880971899752
1,life,autogluon_xgboost,CV+,0.9337442218798151,6.7866578406288385
1,life,autogluon_xgboost,split,0.9029275808936826,7.8460845947265625
2,life,autogluon_xgboost,naive,0.4622496147919877,1.5677642822265625
2,life,autogluon_xgboost,jackknife,0.9291217257318952,7.020597457885742
2,life,autogluon_xgboost,jackknife+,0.9429892141756548,7.261701761959882
2,life,autogluon_xgboost,jackknife-mm,0.9845916795069337,10.574928457674512
2,life,autogluon_xgboost,CV+,0.9337442218798151,6.921623768387663
2,life,autogluon_xgboost,split,0.9060092449922958,7.48533821105957
3,life,autogluon_xgboost,naive,0.5084745762711864,1.722625732421875
3,life,autogluon_xgboost,jackknife,0.9306625577812019,6.541199207305908
3,life,autogluon_xgboost,jackknife+,0.9460708782742681,6.90948482683884
3,life,autogluon_xgboost,jackknife-mm,0.9799691833590138,10.256656435127434
3,life,autogluon_xgboost,CV+,0.9599383667180277,7.755249966237871
3,life,autogluon_xgboost,split,0.9414483821263482,8.1849946975708
4,life,autogluon_xgboost,naive,0.4869029275808937,1.6456298828125
4,life,autogluon_xgboost,jackknife,0.9214175654853621,6.6065673828125
4,life,autogluon_xgboost,jackknife+,0.9322033898305084,6.880530070817709
4,life,autogluon_xgboost,jackknife-mm,0.9707241910631741,10.1279012976883
4,life,autogluon_xgboost,CV+,0.9306625577812019,7.3511874758774765
4,life,autogluon_xgboost,split,0.8983050847457628,7.855756759643555
0,life,autogluon_cat,naive,0.5454545454545454,1.7445355653762817
0,life,autogluon_cat,jackknife,0.9075500770416025,6.652740478515625
0,life,autogluon_cat,jackknife+,0.9106317411402157,6.561332877795392
0,life,autogluon_cat,jackknife-mm,0.9506933744221879,9.062375342276512
0,life,autogluon_cat,CV+,0.9275808936825886,6.998135172604413
0,life,autogluon_cat,split,0.9075500770416025,7.924392223358154
1,life,autogluon_cat,naive,0.5115562403697997,1.5291748046875
1,life,autogluon_cat,jackknife,0.884437596302003,5.8653717041015625
1,life,autogluon_cat,jackknife+,0.8936825885978429,6.049437898186212
1,life,autogluon_cat,jackknife-mm,0.9337442218798151,8.06931947846259
1,life,autogluon_cat,CV+,0.8952234206471494,6.045932459427139
1,life,autogluon_cat,split,0.8767334360554699,7.6801910400390625
2,life,autogluon_cat,naive,0.41140215716486905,1.196563720703125
2,life,autogluon_cat,jackknife,0.8798151001540832,5.8067626953125
2,life,autogluon_cat,jackknife+,0.8859784283513097,5.913870316844877
2,life,autogluon_cat,jackknife-mm,0.9414483821263482,8.100193800727821
2,life,autogluon_cat,CV+,0.9029275808936826,6.539178062403699
2,life,autogluon_cat,split,0.884437596302003,7.9143242835998535
3,life,autogluon_cat,naive,0.5177195685670262,1.663787841796875
3,life,autogluon_cat,jackknife,0.9275808936825886,6.6551055908203125
3,life,autogluon_cat,jackknife+,0.9337442218798151,6.84614359498575
3,life,autogluon_cat,jackknife-mm,0.9661016949152542,9.030158808492182
3,life,autogluon_cat,CV+,0.938366718027735,7.045915242152515
3,life,autogluon_cat,split,0.9275808936825886,8.728376388549805
4,life,autogluon_cat,naive,0.48536209553158705,1.4356516599655151
4,life,autogluon_cat,jackknife,0.8921417565485362,5.932220458984375
4,life,autogluon_cat,jackknife+,0.9029275808936826,6.023025703136286
4,life,autogluon_cat,jackknife-mm,0.9322033898305084,8.227136190499667
4,life,autogluon_cat,CV+,0.8983050847457628,6.119319751192866
4,life,autogluon_cat,split,0.884437596302003,7.238524913787842
